,dev_acc,dev_bertscore_correct_normalized,model_type,task_name,seed,n_shots,io_format
0,65.14285714285715,62.19627330984388,allenai/unifiedqa-t5-base,sbic,7004,24,unified_qa_what_with_tags
1,65.14285714285715,62.19627330984388,allenai/unifiedqa-t5-base,sbic,7004,24,unified_qa_what_with_tags
2,65.14285714285715,62.19627330984388,allenai/unifiedqa-t5-base,sbic,7004,24,unified_qa_what_with_tags
3,65.14285714285715,62.19627330984388,allenai/unifiedqa-t5-base,sbic,7004,24,unified_qa_what_with_tags
4,71.71428571428572,68.34660129887718,allenai/unifiedqa-t5-base,sbic,3639,24,unified_qa_what_with_tags
5,71.71428571428572,68.34660129887718,allenai/unifiedqa-t5-base,sbic,3639,24,unified_qa_what_with_tags
6,71.71428571428572,68.34660129887718,allenai/unifiedqa-t5-base,sbic,3639,24,unified_qa_what_with_tags
7,71.71428571428572,68.34660129887718,allenai/unifiedqa-t5-base,sbic,3639,24,unified_qa_what_with_tags
8,68.57142857142857,66.99946829250881,allenai/unifiedqa-t5-base,sbic,6290,24,unified_qa_what_with_tags
9,68.57142857142857,66.99946829250881,allenai/unifiedqa-t5-base,sbic,6290,24,unified_qa_what_with_tags
10,68.57142857142857,66.99946829250881,allenai/unifiedqa-t5-base,sbic,6290,24,unified_qa_what_with_tags
11,68.57142857142857,66.99946829250881,allenai/unifiedqa-t5-base,sbic,6290,24,unified_qa_what_with_tags
12,69.42857142857143,66.94255033561161,allenai/unifiedqa-t5-base,sbic,9428,24,unified_qa_what_with_tags
13,69.42857142857143,66.94255033561161,allenai/unifiedqa-t5-base,sbic,9428,24,unified_qa_what_with_tags
